"","NC","ID","sec"
"1247",199303003,114,12
"1248",199303004,86,8
"1249",199303005,87,8
"1250",199303006,48,15
"1251",199303007,82,9
"1252",199303008,192,9
"1253",199303009,152,11
"1254",199303011,107,8
"1255",199303012,98,12
"1256",199303013,157,15
"1257",199303014,201,12
"1258",199303015,47,12
"1259",199303016,2,14
"1260",199303116,152,12
"1261",199303117,57,12
"1262",199303119,112,12
"1263",199303120,102,8
"1264",199303123,94,10
"1265",199303124,95,15
"1266",199303125,60,11
"1267",199303127,128,8
"1268",199303128,12,12
"1269",199303129,76,12
"1270",199304001,239,12
"1271",199304002,88,9
"1272",199304003,60,14
"1273",199304102,259,8
"1274",199304103,30,11
"1275",199304104,299,9
"1276",199304204,186,15
"1277",199304206,1047,14
"1278",199305007,984,12
"1279",199305009,176,8
"1280",199305010,113,8
"1281",199305012,102,14
"1282",199305013,94,12
"1283",199305209,295,8
"1284",199305210,299,12
"1285",199305211,218,12
"1286",199305215,267,8
"1287",199305523,211,12
"1288",199305601,6,14
"1289",199305602,92,15
"1290",199305605,336,14
"1291",199305606,205,14
"1292",199305608,84,12
"1293",199305609,50,8
"1294",199305610,8,12
"1295",199305902,575,15
"1296",199305903,221,15
"1297",199306201,145,12
"1298",199307002,36,12
"1299",199307003,120,11
"1300",199307006,79,7
"1301",199307009,126,12
"1302",199307012,1229,12
"1303",199307601,53,10
"1304",199307801,105,8
"1305",199307802,104,15
"1306",199307804,210,8
"1307",199307806,486,8
"1308",199307807,98,11
"1309",199307808,113,9
"1310",199308001,390,12
"1311",199308002,42,9
"1312",199308003,83,15
"1313",199308004,197,8
"1314",199308007,13,8
"1315",199308101,2,12
"1316",199308102,93,12
"1317",199308305,483,12
"1318",199308310,472,12
"1319",199308313,179,8
"1320",199308316,217,9
"1321",199308318,73,12
"1322",199308319,130,10
"1323",199308320,109,10
"1324",199308323,111,11
"1325",199308325,101,12
"1326",199308327,42,12
"1327",199308328,193,12
"1328",199308704,266,11
"1329",199308806,116,11
"1330",199308807,112,12
"1331",199308908,4,8
"1332",199308909,12,10
"1333",199309001,1,12
"1334",199309002,152,11
"1335",199309003,98,15
"1336",199309004,222,12
"1337",199309006,48,12
"1338",199309007,82,12
"1339",199309008,32,10
"1340",199309010,191,11
"1341",199309012,70,8
"1342",199309204,1014,12
"1343",199309212,109,12
"1344",199309314,178,10
"1345",199309316,148,12
"1346",199309422,53,15
"1347",199309425,318,7
"1348",199309427,269,12
"1349",199309430,228,15
"1350",199309432,94,8
"1351",199309503,186,12
"1352",199309504,82,10
"1353",199309505,98,12
"1354",199309508,48,12
"1355",199309509,1,8
"1356",199309510,152,12
"1357",199309511,113,11
"1358",199309512,4,8
"1359",199309513,16,8
"1360",199309514,86,11
"1361",199309715,538,8
"1362",199309716,226,8
"1363",199309717,122,12
"1364",199309718,135,8
"1365",199309722,484,8
"1366",199309801,65,9
"1367",199309902,241,12
"1368",199309904,1015,12
"1369",199310101,178,8
"1370",199310105,91,12
"1371",199310106,145,8
"1372",199310107,243,15
"1373",199310111,593,15
"1374",199310118,129,8
"1375",199310301,256,8
"1376",199310510,440,10
"1377",199310701,464,10
"1378",199311202,66,8
"1379",199311301,218,8
"1380",199311306,58,15
"1381",199311309,59,12
"1382",199311311,225,8
"1383",199311401,111,12
"1384",199311402,217,15
"1385",199311404,101,15
"1386",199311406,209,12
"1387",199311407,178,15
"1388",199311408,345,8
"1389",199311410,130,8
"1390",199311411,59,12
"1391",199311421,73,15
"1392",199311422,102,8
"1393",199311423,122,12
"1394",199311512,595,6
"1395",199311513,144,11
"1396",199311702,8,11
"1397",199311712,113,8
"1398",199311727,62,11
"1399",199311728,169,15
"1400",199311729,6,8
"1401",199311731,186,12
"1402",199311733,50,12
"1403",199311735,2,12
"1404",199311747,242,8
"1405",199311748,228,12
"1406",199311749,403,12
"1407",199311754,94,12
"1408",199311804,98,11
"1409",199311805,98,10
"1410",199311806,87,10
"1411",199311808,191,12
"1412",199311809,213,7
"1413",199311811,107,11
"1414",199311850,76,14
"1415",199311851,114,12
"1416",199311854,240,8
"1417",199311856,27,12
"1418",199311860,82,10
"1419",199311861,48,8
"1420",199311863,1,8
"1421",199311865,128,15
"1422",199311866,83,8
"1423",199311904,259,5
"1424",199311910,2,12
"1425",199311912,8,8
"1426",199311913,113,11
"1427",199311914,584,12
"1428",199311915,210,12
"1429",199311916,223,15
"1430",199311918,50,9
"1431",199311920,261,15
"1432",199311928,112,8
"1433",199311929,6,2
"1434",199311930,12,14
"1435",199312001,270,12
"1436",199312002,66,12
"1437",199312105,12,8
"1438",199312111,129,12
"1439",199312112,1214,12
"1440",199312113,58,9
"1441",199312114,66,10
"1442",199312301,492,6
"1443",199312302,206,14
"1444",199312304,57,15
"1445",199312308,31,15
"1446",199312309,94,8
"1447",199312310,128,11
"1448",199312501,178,7
"1449",199312503,50,12
"1450",199312504,2,8
"1451",199312508,176,12
"1452",199312511,86,8
"1453",199312512,113,12
"1454",199312514,84,11
"1455",199312515,128,15
"1456",199312516,112,10
"1457",199312717,1,12
"1458",199312718,132,11
"1459",199312719,151,12
"1460",199312722,47,15
"1461",199312723,194,11
"1462",199312729,114,11
"1463",199312801,53,11
"1464",199312906,45,12
"1465",199312907,256,12
"1466",199312910,133,8
"1467",199312915,152,12
"1468",199312917,19,10
"1469",199313024,217,15
"1470",199313031,152,12
"1471",199313034,101,14
"1472",199313101,31,15
"1473",199313102,12,15
"1474",199313202,474,9
"1475",199313303,30,12
"1476",199313304,211,8
"1477",199313305,514,8
"1478",199313307,121,11
"1479",199313601,511,12
"1480",199313602,9,12
"1481",199313604,228,2
"1482",199313701,31,8
"1483",199313703,56,15
"1484",199313704,121,9
"1485",199313805,223,12
"1486",199313806,12,10
"1487",199314007,510,3
"1488",199314012,208,12
"1489",199314015,193,8
"1490",199314016,212,15
"1491",199314102,60,15
"1492",199314301,12,9
"1493",199314402,79,8
"1494",199314403,12,8
"1495",199314404,147,8
"1496",199314405,114,8
"1497",199314509,85,8
"1498",199314510,264,8
"1499",199314512,487,12
"1500",199314514,251,12
"1501",199314521,216,9
"1502",199314522,580,12
"1503",199314603,474,12
"1504",199314803,193,12
"1505",199314805,117,11
"1506",199314807,42,12
"1507",199314808,156,10
"1508",199314811,203,11
"1509",199314815,472,8
"1510",199314816,73,8
"1511",199314818,133,8
"1512",199314822,19,10
"1513",199314823,242,8
"1514",199314826,129,12
"1515",199315101,116,15
"1516",199315104,289,12
"1517",199315106,393,10
"1518",199315201,139,12
"1519",199315203,112,8
"1520",199315207,60,12
"1521",199315208,102,15
"1522",199315209,9,12
"1523",199315212,326,15
"1524",199315213,578,8
"1525",199315217,58,8
"1526",199315223,749,11
"1527",199315225,212,12
"1528",199315226,267,12
"1529",199315228,509,11
"1530",199315330,193,12
"1531",199315331,743,12
"1532",199315332,42,7
"1533",199315433,580,8
"1534",199315434,55,12
"1535",199315435,588,12
"1536",199315436,606,10
"1537",199315504,310,8
"1538",199315601,1,8
"1539",199315802,139,8
"1540",199315901,66,9
"1541",199315903,483,15
"1542",199316102,141,10
"1543",199316103,703,8
"1544",199316211,114,12
"1545",199316305,194,15
"1546",199316306,192,14
"1547",199316307,213,11
"1548",199316308,47,11
"1549",199316309,114,9
"1550",199316312,1,12
"1551",199316313,32,12
"1552",199316315,132,12
"1553",199316317,191,12
"1554",199316318,87,9
"1555",199316319,98,12
"1556",199316501,1,11
"1557",199316502,152,8
"1558",199316503,48,7
"1559",199400201,36,14
"1560",199400202,120,12
"1561",199400208,89,10
"1562",199400301,486,15
"1563",199400302,281,8
"1564",199400401,58,12
"1565",199400402,59,8
"1566",199400603,761,12
"1567",199400604,553,8
"1568",199400607,211,9
"1569",199400701,203,12
"1570",199400703,375,6
"1571",199400705,238,15
"1572",199400707,31,15
"1573",199400708,297,8
"1574",199400713,105,9
"1575",199400718,162,8
"1576",199400719,185,12
"1577",199400801,244,12
"1578",199400802,378,9
"1579",199400803,220,12
"1580",199400805,457,8
"1581",199400806,970,12
"1582",199400809,223,2
"1583",199400813,141,8
"1584",199400816,12,14
"1585",199400817,31,8
"1586",199401001,3,8
"1587",199401002,244,12
"1588",199401003,109,9
"1589",199401101,4,12
"1590",199401201,4,15
"1591",199401501,36,15
"1592",199401502,164,9
"1593",199401601,89,15
"1594",199401801,180,10
"1595",199401802,511,14
"1596",199401804,62,15
"1597",199401901,27,12
"1598",199401903,76,15
"1599",199401910,738,8
"1600",199402102,264,12
"1601",199402104,110,11
"1602",199402105,289,8
"1603",199402119,586,9
"1604",199402201,198,10
"1605",199402204,113,15
"1606",199402205,56,12
"1607",199402206,94,8
"1608",199402208,102,8
"1609",199402212,311,12
"1610",199402215,128,15
"1611",199402219,83,11
"1612",199402220,197,12
"1613",199402221,58,10
"1614",199402224,180,12
"1615",199402226,59,12
"1616",199402245,204,8
"1617",199402247,341,10
"1618",199402255,60,12
"1619",199402262,123,10
"1620",199402270,240,12
"1621",199402401,21,15
"1622",199402503,86,11
"1623",199402504,48,8
"1624",199402506,87,8
"1625",199402509,114,12
"1626",199402514,152,12
"1627",199402515,27,8
"1628",199402522,76,15
"1629",199402526,98,15
"1630",199402527,222,12
"1631",199402530,112,11
"1632",199402534,14,11
"1633",199402537,200,11
"1634",199402701,270,7
"1635",199402702,109,8
"1636",199402703,116,8
"1637",199402801,65,12
"1638",199402802,244,7
"1639",199402908,751,8
"1640",199402909,458,12
"1641",199402913,1276,15
"1642",199402914,241,11
"1643",199403003,438,8
"1644",199403006,473,15
"1645",199403007,223,14
"1646",199403008,249,12
"1647",199403024,91,10
"1648",199403025,129,10
"1649",199403026,141,5
"1650",199403101,254,11
"1651",199403103,12,12
"1652",199403201,204,12
"1653",199403204,575,12
"1654",199403205,98,12
"1655",199403206,167,11
"1656",199403207,114,12
"1657",199403209,192,11
"1658",199403211,207,15
"1659",199403212,139,8
"1660",199403213,459,12
"1661",199403216,197,12
"1662",199403217,173,9
"1663",199403221,238,15
"1664",199403223,102,8
"1665",199403225,94,10
"1666",199403226,198,12
"1667",199403301,202,3
"1668",199403303,431,12
"1669",199403304,170,15
"1670",199403701,124,11
"1671",199403702,127,12
"1672",199403703,194,12
"1673",199403704,229,8
"1674",199403708,281,8
"1675",199403709,13,13
"1676",199403711,57,12
"1677",199403718,131,10
"1678",199403727,243,12
"1679",199403801,1,15
"1680",199404003,273,12
"1681",199404006,235,8
"1682",199404007,178,6
"1683",199404012,144,15
"1684",199404101,226,12
"1685",199404102,245,9
"1686",199404205,223,8
"1687",199404206,12,11
"1688",199404301,12,12
"1689",199404501,102,8
"1690",199404502,228,11
"1691",199404503,48,8
"1692",199404506,222,8
"1693",199404507,82,12
"1694",199404509,94,12
"1695",199404513,665,12
"1696",199404601,30,9
"1697",199404604,426,15
"1698",199404607,299,8
"1699",199404609,293,8
"1700",199404612,261,8
"1701",199404801,123,12
"1702",199404805,218,12
"1703",199404901,60,12
"1704",199404902,341,12
"1705",199404911,398,12
"1706",199405005,273,12
"1707",199405009,1034,12
"1708",199405101,53,10
"1709",199405105,238,9
"1710",199405205,128,8
"1711",199405206,269,12
"1712",199405207,373,15
"1713",199405301,492,11
"1714",199405404,179,12
"1715",199405405,193,12
"1716",199405408,103,10
"1717",199405501,86,12
"1718",199405502,222,11
"1719",199405503,167,12
"1720",199405504,98,12
"1721",199405506,152,12
"1722",199405508,578,8
"1723",199405511,420,8
"1724",199405513,579,12
"1725",199405516,439,12
"1726",199405518,595,11
"1727",199405603,141,12
"1728",199405605,432,15
"1729",199405904,220,15
"1730",199405905,440,9
"1731",199405906,970,11
"1732",199406001,186,10
"1733",199406004,426,15
"1734",199406008,293,15
"1735",199406009,53,11
"1736",199406010,225,12
"1737",199406014,202,11
"1738",199406015,76,7
"1739",199406016,102,12
"1740",199406017,128,15
"1741",199406018,27,8
"1742",199406019,94,15
"1743",199406023,316,15
"1744",199406112,238,12
"1745",199406113,237,12
"1746",199406114,113,9
"1747",199406115,86,14
"1748",199406116,82,15
"1749",199406117,228,12
"1750",199406118,194,15
"1751",199406119,157,11
"1752",199406120,152,5
"1753",199406121,272,12
"1754",199406122,73,9
"1755",199406123,112,12
"1756",199406124,266,8
"1757",199406126,375,12
"1758",199406128,34,11
"1759",199406131,27,15
"1760",199406132,180,14
"1761",199406134,162,12
"1762",199406135,76,12
"1763",199406136,341,12
"1764",199406139,98,12
"1765",199406140,510,12
"1766",199406141,200,10
"1767",199406142,337,8
"1768",199406147,94,12
"1769",199406152,102,8
"1770",199406153,128,9
"1771",199406201,246,11
"1772",199406204,76,8
"1773",199406205,82,12
"1774",199406206,86,12
"1775",199406207,98,8
"1776",199406208,113,15
"1777",199406209,73,8
"1778",199406502,3,8
"1779",199406504,273,2
"1780",199406505,483,8
"1781",199406506,1207,8
"1782",199406507,169,15
"1783",199406601,298,10
"1784",199406603,3,12
"1785",199406604,90,8
"1786",199406701,87,12
"1787",199406702,1,12
"1788",199406703,86,10
"1789",199406704,48,8
"1790",199406705,114,12
"1791",199406706,201,8
"1792",199406709,219,15
"1793",199406710,152,12
"1794",199406712,167,12
"1795",199406713,82,11
"1796",199406714,2,8
"1797",199406715,98,12
"1798",199406716,72,8
"1799",199406718,192,11
"1800",199406725,155,12
"1801",199406730,191,10
"1802",199406732,735,12
"1803",199406801,224,7
"1804",199406803,43,12
"1805",199406806,111,11
"1806",199406807,280,10
"1807",199407304,432,8
"1808",199407401,14,8
"1809",199407406,762,9
"1810",199407407,984,8
"1811",199407408,248,15
"1812",199407601,247,13
"1813",199407603,14,15
"1814",199407604,259,12
"1815",199407608,202,12
"1816",199407609,30,8
"1817",199407610,104,10
"1818",199407611,6,2
"1819",199407612,294,12
"1820",199407613,595,11
"1821",199407614,515,9
"1822",199407701,91,11
"1823",199407902,512,15
"1824",199407908,254,8
"1825",199408001,236,10
"1826",199408002,211,12
"1827",199408102,306,8
"1828",199408103,233,11
"1829",199408104,14,15
"1830",199408106,94,10
"1831",199408111,193,9
"1832",199408112,157,8
"1833",199408113,53,12
"1834",199408201,201,9
"1835",199408202,82,12
"1836",199408204,86,12
"1837",199408205,152,12
"1838",199408207,48,12
"1839",199408208,222,8
"1840",199408301,207,8
"1841",199408302,86,8
"1842",199408403,207,8
"1843",199408404,48,12
"1844",199408405,82,15
"1845",199408408,152,6
"1846",199408412,222,15
"1847",199408413,86,9
"1848",199408603,580,8
"1849",199408701,226,15
"1850",199408803,126,12
"1851",199408805,248,12
"1852",199409201,384,8
"1853",199409203,382,12
"1854",199409401,6,11
"1855",199409403,398,14
"1856",199409404,169,12
"1857",199409409,587,8
"1858",199409412,514,12
"1859",199409413,246,8
"1860",199409501,235,8
"1861",199409502,742,11
"1862",199409507,208,8
"1863",199409508,1232,15
"1864",199409509,27,15
"1865",199409510,299,15
"1866",199409511,117,8
"1867",199409512,311,13
"1868",199409514,34,8
"1869",199409515,248,8
"1870",199409516,105,8
"1871",199409601,354,12
"1872",199409606,238,12
"1873",199409607,139,15
"1874",199409613,295,12
"1875",199409614,239,7
"1876",199409615,337,12
"1877",199409617,234,9
"1878",199409619,548,9
"1879",199409625,256,8
"1880",199409803,53,8
"1881",199409808,360,9
"1882",199409809,316,8
"1883",199409901,125,12
"1884",199409905,227,8
"1885",199409906,281,15
"1886",199409909,478,13
"1887",199409910,251,12
"1888",199409911,226,11
"1889",199409913,122,9
"1890",199409917,397,10
"1891",199410003,179,14
"1892",199410004,224,12
"1893",199410101,152,12
"1894",199410102,82,12
"1895",199410103,48,11
"1896",199410104,87,12
"1897",199410202,169,12
"1898",199410203,124,15
"1899",199410204,57,8
"1900",199410301,235,8
"1901",199410401,59,9
"1902",199410403,586,14
"1903",199410407,274,9
"1904",199410408,60,9
"1905",199410410,128,12
"1906",199410413,299,12
"1907",199410501,82,8
"1908",199410502,48,8
"1909",199410504,98,12
"1910",199410510,152,12
"1911",199410511,157,11
"1912",199410512,1,10
"1913",199410515,47,12
"1914",199410516,194,8
"1915",199410517,4,8
"1916",199410601,30,9
"1917",199410602,104,12
"1918",199410603,896,12
"1919",199410605,6,12
"1920",199410704,164,8
"1921",199410706,249,9
"1922",199410901,221,15
"1923",199411201,57,11
"1924",199411303,244,2
"1925",199411401,56,12
"1926",199411403,372,10
"1927",199411404,296,8
"1928",199411406,31,12
"1929",199411407,162,11
"1930",199411411,27,8
"1931",199411412,272,9
"1932",199411413,9,11
"1933",199411416,332,11
"1934",199411417,225,9
"1935",199411418,34,11
"1936",199411419,60,8
"1937",199411421,286,11
"1938",199411423,219,12
"1939",199411501,1011,10
"1940",199411502,284,12
"1941",199411602,115,12
"1942",199411604,116,12
"1943",199411605,988,12
"1944",199411607,6,9
"1945",199411608,1341,15
"1946",199411609,352,12
"1947",199411610,433,11
"1948",199411613,10,11
"1949",199411615,249,13
"1950",199411701,93,8
"1951",199411802,56,12
"1952",199411803,550,15
"1953",199411804,242,9
"1954",199411807,238,8
"1955",199411808,297,12
"1956",199411809,31,8
"1957",199411901,127,8
"1958",199411902,143,9
"1959",199411904,185,11
"1960",199411905,296,8
"1961",199411906,162,8
"1962",199411908,94,10
"1963",199411911,45,12
"1964",199411912,133,15
"1965",199411913,743,10
"1966",199411914,31,9
"1967",199411915,105,8
"1968",199412001,3,15
"1969",199412201,107,8
"1970",199412206,60,11
"1971",199412303,114,12
"1972",199412304,192,11
"1973",199412305,370,8
"1974",199412307,373,11
"1975",199412308,218,12
"1976",199412309,53,9
"1977",199412310,128,10
"1978",199412314,398,7
"1979",199412316,294,15
"1980",199412317,269,11
"1981",199412401,93,8
"1982",199412402,2,10
"1983",199412404,84,13
"1984",199412405,50,15
"1985",199412406,62,15
"1986",199412407,92,12
"1987",199412408,474,11
"1988",199412409,8,8
"1989",199412413,205,12
"1990",199412415,176,11
"1991",199412416,102,12
"1992",199412501,102,9
"1993",199412503,228,12
"1994",199412504,474,9
"1995",199412505,94,15
"1996",199412506,204,8
"1997",199412507,113,13
"1998",199412509,138,15
"1999",199412510,198,11
"2000",199412511,19,14
"2001",199412512,282,8
"2002",199412514,133,15
"2003",199412515,127,10
"2004",199412517,103,8
"2005",199412518,76,11
"2006",199412601,83,12
"2007",199412602,179,12
"2008",199412605,193,15
"2009",199412606,42,12
"2010",199412607,197,11
"2011",199412609,313,12
"2012",199412610,162,15
"2013",199412614,128,11
"2014",199412624,239,10
"2015",199412626,337,8
"2016",199412630,137,12
"2017",199412632,19,12
"2018",199412634,45,12
"2019",199412635,133,15
"2020",199412636,27,12
"2021",199412637,76,8
"2022",199412638,354,11
"2023",199412639,242,8
"2024",199412640,127,12
"2025",199412641,492,14
"2026",199412644,484,8
"2027",199412645,398,15
"2028",199412652,370,8
"2029",199412656,191,10
"2030",199412658,117,8
"2031",199412662,240,6
"2032",199412670,372,2
"2033",199412701,40,11
"2034",199412704,84,15
"2035",199412705,114,8
"2036",199412706,119,11
"2037",199412707,62,12
"2038",199412708,192,11
"2039",199412711,224,12
"2040",199412714,19,8
"2041",199412715,42,15
"2042",199412716,45,15
"2043",199412717,76,15
"2044",199412718,83,12
"2045",199412719,113,14
"2046",199412720,128,12
"2047",199412802,212,8
"2048",199412804,95,11
"2049",199412806,397,12
"2050",199412901,107,12
"2051",199412905,219,12
"2052",199413001,121,11
"2053",199413002,53,9
"2054",199413005,274,2
"2055",199413006,128,8
"2056",199413009,27,2
"2057",199413101,76,12
"2058",199413102,94,12
"2059",199413103,113,12
"2060",199413201,83,14
"2061",199413203,117,12
"2062",199413204,200,10
"2063",199413205,193,12
"2064",199413207,137,15
"2065",199413301,1,8
"2066",199413401,132,6
"2067",199413402,47,8
"2068",199413403,186,10
"2069",199413405,1,12
"2070",199413406,70,15
"2071",199413407,21,15
"2072",199413502,212,15
"2073",199413506,193,12
"2074",199413701,124,15
"2075",199413706,337,12
"2076",199413708,307,12
"2077",199413711,206,15
"2078",199413713,180,11
"2079",199413719,371,12
"2080",199413722,238,10
"2081",199413725,398,8
"2082",199413733,34,13
"2083",199413735,102,12
"2084",199413736,200,12
"2085",199413742,260,12
"2086",199413743,299,9
"2087",199413745,578,11
"2088",199413749,374,12
"2089",199413752,60,8
"2090",199413760,234,12
"2091",199413801,136,8
"2092",199413802,18,11
"2093",199413804,492,10
"2094",199413807,13,12
"2095",199413810,257,12
"2096",199414002,115,11
"2097",199414005,116,11
"2098",199414007,432,12
"2099",199414010,354,9
"2100",199414101,115,13
"2101",199414102,248,7
"2102",199414103,116,12
"2103",199414206,4,15
"2104",199414207,988,15
"2105",199414402,208,13
"2106",199414405,56,12
"2107",199414407,105,12
"2108",199414408,58,15
"2109",199414409,137,15
"2110",199414410,206,12
"2111",199414414,238,15
"2112",199414420,269,11
"2113",199414424,370,8
"2114",199414501,86,8
"2115",199414502,87,8
"2116",199414503,98,11
"2117",199414504,70,11
"2118",199414507,186,11
"2119",199414509,219,6
"2120",199414512,1,12
"2121",199414801,243,8
"2122",199414803,492,12
"2123",199414805,245,15
"2124",199414808,258,7
"2125",199414901,103,11
"2126",199414902,40,7
"2127",199415002,224,10
"2128",199415003,116,11
"2129",199415004,541,8
"2130",199415005,105,8
"2131",199415103,935,12
"2132",199415104,40,2
"2133",199415107,301,10
"2134",199415108,64,4
"2135",199415111,391,12
"2136",199415118,397,15
"2137",199415401,153,15
"2138",199415402,47,12
"2139",199415403,73,8
"2140",199415404,108,15
"2141",199415405,280,15
"2142",199415407,111,8
"2143",199415410,86,13
"2144",199415702,133,15
"2145",199415704,760,11
"2146",199415706,19,11
"2147",199415707,143,12
"2148",199415708,282,12
"2149",199415709,54,15
"2150",199415710,127,11
"2151",199415715,45,11
"2152",199415805,248,8
"2153",199415813,103,8
"2154",199415815,180,11
"2155",199415816,83,10
"2156",199415817,76,8
"2157",199415901,260,11
"2158",199415906,228,8
"2159",199415911,287,12
"2160",199415912,94,15
"2161",199415913,111,10
"2162",199415914,93,12
"2163",199415915,84,12
"2164",199415916,50,11
"2165",199415917,2,15
"2166",199415919,128,8
"2167",199415920,27,15
"2168",199415921,197,12
"2169",199415923,76,12
"2170",199415924,256,15
"2171",199415928,86,12
"2172",199415930,87,8
"2173",199415931,107,10
"2174",199415932,1,15
"2175",199415933,73,12
"2176",199415935,280,15
"2177",199415936,108,11
"2178",199415939,484,12
"2179",199415940,42,12
"2180",199415941,193,3
"2181",199415942,112,12
"2182",199415943,48,14
"2183",199415944,82,15
"2184",199415945,136,12
"2185",199415946,194,15
"2186",199415947,192,8
"2187",199415948,114,9
"2188",199415949,167,10
"2189",199415950,152,11
"2190",199415951,70,12
"2191",199415952,59,12
"2192",199415955,23,9
"2193",199415961,31,8
"2194",199415965,239,11
"2195",199415967,9,11
"2196",199415971,148,3
"2197",199415972,242,8
"2198",199415974,176,10
"2199",199415977,83,12
"2200",199416001,210,12
"2201",199416004,263,12
"2202",199416101,50,12
"2203",199416103,93,15
"2204",199416106,228,11
"2205",199416201,105,11
"2206",199416301,19,8
"2207",199416302,115,12
"2208",199416303,143,12
"2209",199416306,104,11
"2210",199416307,133,12
"2211",199416309,116,10
"2212",199416311,54,10
"2213",199416316,129,8
"2214",199416319,45,13
"2215",199416401,19,12
"2216",199416402,45,12
"2217",199416403,211,8
"2218",199416404,999,15
"2219",199416405,3,12
"2220",199416407,476,12
"2221",199416502,185,8
"2222",199416503,272,11
"2223",199416504,299,10
"2224",199416602,34,12
"2225",199416606,115,12
"2226",199416608,102,15
"2227",199500101,1,8
"2228",199500102,86,11
"2229",199500103,87,10
"2230",199500104,70,8
"2231",199500105,191,12
"2232",199500106,222,13
"2233",199500107,298,10
"2234",199500108,104,8
"2235",199500201,438,12
"2236",199500203,496,10
"2237",199500204,209,8
"2238",199500205,476,8
"2239",199500210,551,12
"2240",199500211,382,13
"2241",199500213,140,12
"2242",199500401,30,11
"2243",199500403,65,11
"2244",199500601,86,15
"2245",199500602,87,12
"2246",199500603,191,8
"2247",199500701,464,15
"2248",199500703,206,8
"2249",199500704,492,11
"2250",199500706,138,8
"2251",199500709,23,8
"2252",199500710,248,5
"2253",199500801,31,15
"2254",199500901,579,12
"2255",199500902,169,10
"2256",199500903,574,12
"2257",199500906,553,8
"2258",199501101,88,9
"2259",199501201,293,12
"2260",199501202,971,11
"2261",199501203,158,12
"2262",199501301,4,12
"2263",199501403,281,12
"2264",199501404,98,8
"2265",199501405,241,9
"2266",199501406,48,15
"2267",199501601,243,8
"2268",199501702,4,14
"2269",199501712,553,9
"2270",199501804,512,15
"2271",199501805,645,9
"2272",199501806,209,14
"2273",199501901,228,12
"2274",199501902,112,13
"2275",199502002,136,11
"2276",199502003,255,15
"2277",199502005,228,12
"2278",199502006,167,10
"2279",199502008,513,12
"2280",199502101,48,11
"2281",199502102,157,13
"2282",199502103,82,9
"2283",199502104,152,8
"2284",199502201,4,8
"2285",199502305,247,2
"2286",199502307,506,15
"2287",199502308,137,6
"2288",199502310,105,8
"2289",199502311,274,12
"2290",199502315,549,12
"2291",199502319,23,15
"2292",199502324,102,12
"2293",199502325,76,11
"2294",199502327,94,12
"2295",199502330,228,11
"2296",199502355,272,10
"2297",199502356,53,15
"2298",199502357,225,15
"2299",199502367,239,10
"2300",199502402,516,15
"2301",199502501,240,10
"2302",199502503,200,7
"2303",199502504,313,12
"2304",199502505,179,10
"2305",199502508,197,8
"2306",199502509,537,9
"2307",199502510,83,13
"2308",199502514,282,8
"2309",199502515,474,8
"2310",199502516,64,8
"2311",199502517,8,13
"2312",199502518,54,15
"2313",199502520,548,12
"2314",199502601,536,8
"2315",199502701,180,15
"2316",199502703,59,15
"2317",199502710,1026,8
"2318",199502715,23,13
"2319",199502716,206,9
"2320",199502719,503,12
"2321",199502721,1026,12
"2322",199502801,1048,12
"2323",199502903,276,6
"2324",199502904,36,12
"2325",199502905,241,15
"2326",199502906,116,12
"2327",199502908,507,12
"2328",199502910,1016,15
"2329",199502911,206,15
"2330",199502912,281,12
"2331",199503101,48,11
"2332",199503103,1,8
"2333",199503104,98,15
"2334",199503105,93,10
"2335",199503106,155,11
"2336",199503107,222,8
"2337",199503108,86,12
"2338",199503110,228,14
"2339",199503111,87,10
"2340",199503112,102,12
"2341",199503113,484,12
"2342",199503114,492,11
"2343",199503115,191,12
"2344",199503201,192,15
"2345",199503202,513,12
"2346",199503203,222,11
"2347",199503204,114,8
"2348",199503205,82,12
"2349",199503206,86,12
"2350",199503207,157,12
"2351",199503208,87,8
"2352",199503209,1,11
"2353",199503210,167,8
"2354",199503211,72,12
"2355",199503212,539,15
"2356",199503215,535,8
"2357",199503216,155,15
"2358",199503217,191,8
"2359",199503220,48,15
"2360",199503226,219,6
"2361",199503227,93,15
"2362",199503401,82,8
"2363",199503402,86,8
"2364",199503403,152,2
"2365",199503405,157,8
"2366",199503406,201,12
"2367",199503407,87,10
"2368",199503408,72,8
"2369",199503411,530,12
"2370",199503413,515,15
"2371",199503414,516,12
"2372",199503501,4,8
"2373",199503504,516,10
"2374",199503506,211,9
"2375",199503507,553,12
"2376",199503508,584,8
"2377",199503510,594,12
"2378",199503601,273,12
"2379",199503701,426,12
"2380",199503702,169,15
"2381",199503703,420,12
"2382",199503704,403,8
"2383",199503705,517,8
"2384",199503707,137,15
"2385",199503709,554,15
"2386",199503710,516,12
"2387",199503712,172,11
"2388",199503719,98,11
"2389",199503801,31,15
"2390",199503803,256,9
"2391",199503901,213,12
"2392",199503902,9,12
"2393",199503904,491,12
"2394",199503906,1,15
"2395",199503908,539,12
"2396",199503910,219,12
"2397",199503917,242,8
"2398",199503918,31,8
"2399",199503919,86,9
"2400",199503920,191,11
"2401",199504002,523,8
"2402",199504003,500,8
"2403",199504005,326,12
"2404",199504101,55,15
"2405",199504102,40,8
"2406",199504103,524,8
"2407",199504303,307,12
"2408",199504304,171,13
"2409",199504305,115,12
"2410",199504306,472,8
